"race","year","stage","stage_id","stage_num","stage_type","date","departure","arrival","parcours_type","distance","vertical_meters","profile_score","startlist_quality","avg_speed_winner","won_how","win_type","km_solo"
"Tour de France",1976,"Stage 18b | Langon - Lacanau océan","18b",21,"Road race",1976-07-14,"Langon","Lacanau océan","Flat",123,445,4,1385,35.65,NA,NA,NA
"Tour de France",1976,"Stage 18c | Lacanau - Bordeaux","18c",22,"Road race",1976-07-14,"Lacanau","Bordeaux","Flat",70.5,293,1,1385,41.38,NA,NA,NA
"Tour de France",1976,"Stage 19 | Ste Foy la Grande - Tulle","19",23,"Road race",1976-07-15,"Ste Foy la Grande","Tulle","Hills flat finish",219.5,2939,96,1385,32.44,NA,NA,NA
"Tour de France",1976,"Stage 20 | Tulle - Puy de Dôme","20",24,"Road race",1976-07-16,"Tulle","Puy de Dôme","Mountains uphill finish",220,4867,347,1385,31.97,NA,NA,NA
"Tour de France",1976,"Stage 21 | Montargis - Versailles","21",25,"Road race",1976-07-17,"Montargis","Versailles","Flat",145.5,1063,48,1385,34.09,NA,NA,NA
"Tour de France",1976,"Stage 22a (ITT) | Paris - Paris","22a",26,"ITT",1976-07-18,"Paris","Paris","Flat",6,86,1,1385,46.35,"Time trial","Time trial",NA
"Tour de France",1976,"Stage 22b | Paris - Paris","22b",27,"Road race",1976-07-18,"Paris","Paris","Flat",90.7,916,8,1385,45.81,NA,NA,NA
"Tour de France",1977,"Prologue | Fleurance - Fleurance","prologue",1,"Prologue",1977-06-30,"Fleurance","Fleurance","Flat",5,122,0,955,47.872,"Time trial","Time trial",NA
"Tour de France",1977,"Stage 1 | Fleurance - Auch","1",2,"Road race",1977-07-01,"Fleurance","Auch","Flat",237,3507,99,955,33.146,"Sprint of large group","Large group sprint",NA
"Tour de France",1977,"Stage 2 | Auch - Pau","2",3,"Road race",1977-07-02,"Auch","Pau","Mountains flat finish",253,5000,361,955,30.908,"Sprint of small group","Small group sprint",NA
"Tour de France",1977,"Stage 3 | Oloron-Sainte-Marie - Vitoria","3",4,"Road race",1977-07-03,"Oloron-Sainte-Marie","Vitoria","Mountains flat finish",248.2,3500,188,955,32.694,"110 km solo","Solo",110
"Tour de France",1977,"Stage 4 | Vitoria - Seignosse le Penon","4",5,"Road race",1977-07-04,"Vitoria","Seignosse le Penon","Hills flat finish",256,3000,167,955,33.698,"Sprint of small group","Small group sprint",NA
"Tour de France",1977,"Stage 5a | Morcenx - Bordeaux","5a",6,"Road race",1977-07-05,"Morcenx","Bordeaux","Flat",138.5,950,8,955,38.105,"Sprint of large group","Large group sprint",NA
"Tour de France",1977,"Stage 5b (ITT) | Bordeaux - Bordeaux","5b",7,"ITT",1977-07-05,"Bordeaux","Bordeaux","Flat",30.2,187,2,955,45.99,"Time trial","Time trial",NA
"Tour de France",1977,"Stage 6 | Bordeaux - Limoges","6",8,"Road race",1977-07-07,"Bordeaux","Limoges","Flat",225.5,3100,100,955,37.514,"2 km solo","Solo",2
"Tour de France",1977,"Stage 7a | Jaunay Clan - Angers","7a",9,"Road race",1977-07-08,"Jaunay Clan","Angers","Flat",139.5,1087,16,955,37.134,"Sprint of large group","Large group sprint",NA
"Tour de France",1977,"Stage 7b (TTT) | Angers - Angers","7b",10,"TTT",1977-07-08,"Angers","Angers","Flat",4,74,2,955,49.83,"Time trial","Time trial",NA
"Tour de France",1977,"Stage 8 | Angers - Lorient","8",11,"Road race",1977-07-09,"Angers","Lorient","Flat",246.5,2453,31,955,37.664,NA,NA,NA
"Tour de France",1977,"Stage 9 | Lorient - Rennes","9",12,"Road race",1977-07-10,"Lorient","Rennes","Flat",187,2315,39,955,36.476,NA,NA,NA
"Tour de France",1977,"Stage 10 | Bagnoles de l'Orne - Rouen","10",13,"Road race",1977-07-11,"Bagnoles de l'Orne","Rouen","Flat",174,1887,68,955,36.046,NA,NA,NA
"Tour de France",1977,"Stage 11 | Rouen - Roubaix","11",14,"Road race",1977-07-12,"Rouen","Roubaix","Flat",242.5,2052,26,955,34.071,NA,NA,NA
"Tour de France",1977,"Stage 12 | Roubaix - Charleroi","12",15,"Road race",1977-07-13,"Roubaix","Charleroi","Flat",192.5,1802,36,955,42.36,NA,NA,NA
"Tour de France",1977,"Stage 13a | Fribourg - Fribourg","13a",16,"Road race",1977-07-14,"Fribourg","Fribourg","Flat",46,NA,NA,955,48.677,NA,NA,NA
"Tour de France",1977,"Stage 13b | Altkirch - Besançon","13b",17,"Road race",1977-07-14,"Altkirch","Besançon","Flat",159.5,2615,100,955,38.902,NA,NA,NA
"Tour de France",1977,"Stage 14 | Besançon - Thonon-les-Bains","14",18,"Road race",1977-07-16,"Besançon","Thonon-les-Bains","Mountains flat finish",130,4000,211,955,20.758,NA,NA,NA
"Tour de France",1977,"Stage 15a | Thonon-les-Bains - Morzine","15a",19,"Road race",1977-07-17,"Thonon-les-Bains","Morzine","Mountains flat finish",105,2978,300,955,35.799,NA,NA,NA
"Tour de France",1977,"Stage 15b (ITT) | Morzine - Avoriaz","15b",20,"ITT",1977-07-17,"Morzine","Avoriaz","Mountains uphill finish",14,1002,180,955,24.84,"Time trial","Time trial",NA
"Tour de France",1977,"Stage 16 | Morzine - Chamonix","16",21,"Road race",1977-07-18,"Morzine","Chamonix","Mountains flat finish",121,3000,345,955,34.593,NA,NA,NA
"Tour de France",1977,"Stage 17 | Chamonix - L'Alpe d'Huez","17",22,"Road race",1977-07-19,"Chamonix","L'Alpe d'Huez","Mountains uphill finish",184.5,6000,715,955,30.722,NA,NA,NA
"Tour de France",1977,"Stage 18 | Rossignol Voiron - St Etienne","18",23,"Road race",1977-07-20,"Rossignol Voiron","St Etienne","Mountains flat finish",199.5,3000,261,955,33.616,NA,NA,NA
"Tour de France",1977,"Stage 19 | St Trivier - Dijon","19",24,"Road race",1977-07-21,"St Trivier","Dijon","Flat",171.5,1184,10,955,38.213,NA,NA,NA
"Tour de France",1977,"Stage 20 (ITT) | Dijon - Dijon","20",25,"ITT",1977-07-22,"Dijon","Dijon","Hills flat finish",50,864,64,955,42.403,"Time trial","Time trial",NA
"Tour de France",1977,"Stage 21 | Montereau - Versailles","21",26,"Road race",1977-07-23,"Montereau","Versailles","Flat",141.5,1813,73,955,35.469,NA,NA,NA
"Tour de France",1977,"Stage 22a (ITT) | Paris - Paris","22a",27,"ITT",1977-07-24,"Paris","Paris","Flat",6,109,3,955,45.763,"Time trial","Time trial",NA
"Tour de France",1977,"Stage 22b | Paris - Paris","22b",28,"Road race",1977-07-24,"Paris","Paris","Flat",90.7,1061,21,955,42.164,NA,NA,NA
"Tour de France",1978,"Prologue | Leiden - Leiden","prologue",1,"Prologue",1978-06-29,"Leiden","Leiden","Flat",5.2,27,0,1241,47.04,"Time trial","Time trial",NA
"Tour de France",1978,"Stage 1a | Leiden - St Willebrord","1a",2,"Road race",1978-06-30,"Leiden","St Willebrord","Flat",135,438,1,1241,39.64,NA,NA,NA
"Tour de France",1978,"Stage 1b | St Willebrord - Brussel","1b",3,"Road race",1978-06-30,"St Willebrord","Brussel","Flat",100,398,5,1241,42.18,NA,NA,NA
"Tour de France",1978,"Stage 2 | Brussel - Saint Amand les Eaux","2",4,"Road race",1978-07-01,"Brussel","Saint Amand les Eaux","Flat",199,1847,31,1241,37.14,NA,NA,NA
"Tour de France",1978,"Stage 3 | Saint Amand les Eaux - Saint Germain en Laye","3",5,"Road race",1978-07-02,"Saint Amand les Eaux","Saint Germain en Laye","Hills uphill finish",244,1705,25,1241,32.85,NA,NA,NA
"Tour de France",1978,"Stage 4 | Evreux - Caen","4",6,"Road race",1978-07-03,"Evreux","Caen","Flat",153,1381,32,1241,41.9,"Time trial","Time trial",NA
"Tour de France",1978,"Stage 5 | Caen - Maze-Montgeoffroy","5",7,"Road race",1978-07-04,"Caen","Maze-Montgeoffroy","Flat",244,2323,34,1241,40.64,NA,NA,NA
"Tour de France",1978,"Stage 6 | Maze-Montgeoffroy - Poitiers","6",8,"Road race",1978-07-05,"Maze-Montgeoffroy","Poitiers","Flat",162,1101,21,1241,40.1,NA,NA,NA
"Tour de France",1978,"Stage 7 | Poitiers - Bordeaux","7",9,"Road race",1978-07-06,"Poitiers","Bordeaux","Flat",242,1980,22,1241,34.48,NA,NA,NA
"Tour de France",1978,"Stage 8 (ITT) | St Emilion  - Ste Foy la Grande","8",10,"ITT",1978-07-07,"St Emilion ","Ste Foy la Grande","Flat",59.3,815,30,1241,43.16,"Time trial","Time trial",NA
"Tour de France",1978,"Stage 9 | Bordeaux - Biarritz","9",11,"Road race",1978-07-08,"Bordeaux","Biarritz","Flat",233,1453,33,1241,34.68,NA,NA,NA
"Tour de France",1978,"Stage 10 | Biarritz - Pau","10",12,"Road race",1978-07-10,"Biarritz","Pau","Hills flat finish",192,3500,274,1241,33.21,NA,NA,NA
"Tour de France",1978,"Stage 11 | Pau - Saint-Lary-Soulan (Pla d'Adet)","11",13,"Road race",1978-07-11,"Pau","Saint-Lary-Soulan (Pla d'Adet)","Mountains uphill finish",161,4500,449,1241,27.8,NA,NA,NA
"Tour de France",1978,"Stage 12a | Tarbes - Valence d'Agen","12a",14,"Road race",1978-07-12,"Tarbes","Valence d'Agen","Flat",158,1401,60,1241,NA,NA,NA,NA
"Tour de France",1978,"Stage 12b | Valence d'Agen - Toulouse","12b",15,"Road race",1978-07-12,"Valence d'Agen","Toulouse","Flat",96,646,11,1241,41.38,NA,NA,NA
"Tour de France",1978,"Stage 13 | Figeac - Superbesse","13",16,"Road race",1978-07-13,"Figeac","Superbesse","Mountains uphill finish",221,5174,304,1241,32.84,NA,NA,NA
"Tour de France",1978,"Stage 14 (ITT) | Besse-en-Chandesse  - Puy de Dôme","14",17,"ITT",1978-07-14,"Besse-en-Chandesse ","Puy de Dôme","Mountains uphill finish",52,1351,198,1241,36.34,"Time trial","Time trial",NA
"Tour de France",1978,"Stage 15 | St-Dier-d'Auvergne   - St Etienne","15",18,"Road race",1978-07-15,"St-Dier-d'Auvergne ","St Etienne","Mountains flat finish",196,4761,253,1241,33.62,NA,NA,NA
"Tour de France",1978,"Stage 16 | St Etienne - L'Alpe d'Huez","16",19,"Road race",1978-07-16,"St Etienne","L'Alpe d'Huez","Mountains uphill finish",240.5,5492,432,1241,32.52,NA,NA,NA
"Tour de France",1978,"Stage 17 | Grenoble - Morzine","17",20,"Road race",1978-07-18,"Grenoble","Morzine","Mountains flat finish",225,6500,520,1241,31.14,NA,NA,NA
"Tour de France",1978,"Stage 18 | Morzine - Lausanne","18",21,"Road race",1978-07-19,"Morzine","Lausanne","Hills uphill finish",137,2500,170,1241,37.9,NA,NA,NA
"Tour de France",1978,"Stage 19 | Lausanne - Belfort","19",22,"Road race",1978-07-20,"Lausanne","Belfort","Hills flat finish",182,2000,76,1241,35.69,NA,NA,NA
"Tour de France",1978,"Stage 20 (ITT) | Metz - Nancy","20",23,"ITT",1978-07-21,"Metz","Nancy","Hills flat finish",72,719,31,1241,43.42,"Time trial","Time trial",NA
"Tour de France",1978,"Stage 21 | Epernay - Senlis","21",24,"Road race",1978-07-22,"Epernay","Senlis","Flat",207,1942,41,1241,34.614,NA,NA,NA
"Tour de France",1978,"Stage 22 | St-Germain-en-Laye - Paris","22",25,"Road race",1978-07-23,"St-Germain-en-Laye","Paris","Flat",162,1774,42,1241,36.99,NA,NA,NA
"Tour de France",1979,"Prologue | Fleurance - Fleurance","prologue",1,"Prologue",1979-06-27,"Fleurance","Fleurance","Flat",5,116,0,1381,50.14,"Time trial","Time trial",NA
"Tour de France",1979,"Stage 1 | Fleurance - Luchon","1",2,"Road race",1979-06-28,"Fleurance","Luchon","Mountains flat finish",225,4000,337,1381,32.83,"5 km solo","Solo",5
"Tour de France",1979,"Stage 2 (ITT) | Luchon - Superbagnères","2",3,"ITT",1979-06-29,"Luchon","Superbagnères","Mountains uphill finish",23.9,1452,264,1381,26.564,"Time trial","Time trial",NA
"Tour de France",1979,"Stage 3 | Luchon - Pau","3",4,"Road race",1979-06-30,"Luchon","Pau","Mountains flat finish",180,3500,277,1381,36.18,"Sprint of 13 riders","Small group sprint",NA
"Tour de France",1979,"Stage 4 (TTT) | Captieux - Bordeaux","4",5,"TTT",1979-07-01,"Captieux","Bordeaux","Flat",86.6,526,4,1381,48.38,"Time trial","Time trial",NA
"Tour de France",1979,"Stage 5 | Neuville-de-Poitou - Angers","5",6,"Road race",1979-07-02,"Neuville-de-Poitou","Angers","Flat",145,811,8,1381,39.91,"Sprint of large group","Large group sprint",NA
"Tour de France",1979,"Stage 6 | Angers - Saint-Brieuc","6",7,"Road race",1979-07-03,"Angers","Saint-Brieuc","Hills flat finish",239,1974,35,1381,37.32,"Sprint of large group","Large group sprint",NA
"Tour de France",1979,"Stage 7 | Saint-Hilaire-du-Harcouët - Deauville","7",8,"Road race",1979-07-04,"Saint-Hilaire-du-Harcouët","Deauville","Hills flat finish",161.1,1845,64,1381,39.32,"Other","Unknown type",NA
"Tour de France",1979,"Stage 8 (TTT) | Deauville - Le Havre","8",9,"TTT",1979-07-05,"Deauville","Le Havre","Hills flat finish",90.2,848,21,1381,49,"Time trial","Time trial",NA
"Tour de France",1979,"Stage 9 | Amiens - Roubaix","9",10,"Road race",1979-07-06,"Amiens","Roubaix","Flat",203,1137,5,1381,42.14,"? km solo","Solo",NA
"Tour de France",1979,"Stage 10 | Roubaix - Brussels","10",11,"Road race",1979-07-07,"Roubaix","Brussels","Hills flat finish",124,1131,50,1381,45.36,"16 km solo","Solo",16
"Tour de France",1979,"Stage 11 (ITT) | Brussel - Brussel","11",12,"ITT",1979-07-08,"Brussel","Brussel","Flat",33.4,352,10,1381,46.59,"Time trial","Time trial",NA
"Tour de France",1979,"Stage 12 | Rochefort - Metz","12",13,"Road race",1979-07-09,"Rochefort","Metz","Flat",193,2696,74,1381,40.967,"Sprint à deux","Sprint à deux",NA
"Tour de France",1979,"Stage 13 | Metz - Ballon d’Alsace","13",14,"Road race",1979-07-10,"Metz","Ballon d’Alsace","Mountains uphill finish",202,2993,198,1381,40.89,"Sprint à deux","Sprint à deux",NA
"Tour de France",1979,"Stage 14 | Belfort - Evian","14",15,"Road race",1979-07-11,"Belfort","Evian","Hills flat finish",248,3500,160,1381,36.73,"Sprint of large group","Large group sprint",NA
"Tour de France",1979,"Stage 15 (ITT) | Evian - Avoriaz","15",16,"ITT",1979-07-12,"Evian","Avoriaz","Mountains uphill finish",55.5,1900,318,1381,35.58,"Time trial","Time trial",NA
"Tour de France",1979,"Stage 16 | Morzine-Avoriaz - Les Menuires","16",17,"Road race",1979-07-13,"Morzine-Avoriaz","Les Menuires","Mountains uphill finish",201,5000,494,1381,33.02,"Sprint à deux","Sprint à deux",NA
"Tour de France",1979,"Stage 17 | Les Menuires - l'Alpe d'Huez","17",18,"Road race",1979-07-15,"Les Menuires","l'Alpe d'Huez","Mountains uphill finish",166.5,6000,577,1381,26.79,"13 km solo","Solo",13
"Tour de France",1979,"Stage 18 | l'Alpe d'Huez - l'Alpe d'Huez","18",19,"Road race",1979-07-16,"l'Alpe d'Huez","l'Alpe d'Huez","Mountains uphill finish",119,3500,471,1381,27.1,NA,NA,NA
"Tour de France",1979,"Stage 19 | Bourg d'Oisans - Saint-Priest","19",20,"Road race",1979-07-17,"Bourg d'Oisans","Saint-Priest","Hills flat finish",162,1568,40,1381,33.67,NA,NA,NA
"Tour de France",1979,"Stage 20 | Saint-Priest - Dijon","20",21,"Road race",1979-07-18,"Saint-Priest","Dijon","Hills flat finish",240,1949,66,1381,34.91,NA,NA,NA
"Tour de France",1979,"Stage 21 (ITT) | Dijon - Dijon","21",22,"ITT",1979-07-19,"Dijon","Dijon","Hills flat finish",49,817,57,1381,42.68,"Time trial","Time trial",NA
"Tour de France",1979,"Stage 22 | Dijon - Auxerre","22",23,"Road race",1979-07-20,"Dijon","Auxerre","Hills flat finish",189,2360,91,1381,34.12,NA,NA,NA
"Tour de France",1979,"Stage 23 | Auxerre - Nogent-sur-Marne","23",24,"Road race",1979-07-21,"Auxerre","Nogent-sur-Marne","Hills uphill finish",205,1674,25,1381,34.85,NA,NA,NA
"Tour de France",1979,"Stage 24 | Le Perreux-sur-Marne - Paris","24",25,"Road race",1979-07-22,"Le Perreux-sur-Marne","Paris","Flat",180,1894,37,1381,37.53,NA,NA,NA
"Tour de France",1980,"Prologue | Frankfurt - Frankfurt","prologue",1,"Prologue",1980-06-26,"Frankfurt","Frankfurt","Flat",7.6,NA,NA,1224,49.48,"Time trial","Time trial",NA
"Tour de France",1980,"Stage 1a | Frankfurt - Wiesbaden","1a",2,"Road race",1980-06-27,"Frankfurt","Wiesbaden","Hills flat finish",132.5,1546,93,1224,39.82,"Sprint of large group","Large group sprint",NA
"Tour de France",1980,"Stage 1b (TTT) | Wiesbaden - Frankfurt","1b",3,"TTT",1980-06-27,"Wiesbaden","Frankfurt","Flat",45.8,388,8,1224,51.13,"Time trial","Time trial",NA
"Tour de France",1980,"Stage 2 | Frankfurt - Metz","2",4,"Road race",1980-06-28,"Frankfurt","Metz","Flat",276,2228,39,1224,36.29,"Sprint of 3 riders","Small group sprint",NA
"Tour de France",1980,"Stage 3 | Metz - Liège","3",5,"Road race",1980-06-29,"Metz","Liège","Hills flat finish",282,3500,136,1224,35.35,"? km solo","Solo",NA
"Tour de France",1980,"Stage 4 (ITT) | Spa-Francorchamps - Spa-Francorchamps","4",6,"ITT",1980-06-30,"Spa-Francorchamps","Spa-Francorchamps","Hills flat finish",33.4,667,65,1224,42.22,"Time trial","Time trial",NA
"Tour de France",1980,"Stage 5 | Liège - Lille","5",7,"Road race",1980-07-01,"Liège","Lille","Flat",236.5,1461,9,1224,29.36,"Sprint à deux","Sprint à deux",NA
"Tour de France",1980,"Stage 6 | Lille - Compiègne","6",8,"Road race",1980-07-02,"Lille","Compiègne","Flat",219.5,1541,22,1224,36.87,"Sprint of 5 riders","Small group sprint",NA
"Tour de France",1980,"Stage 7a (TTT) | Compiègne - Beauvais","7a",9,"TTT",1980-07-03,"Compiègne","Beauvais","Flat",65,614,17,1224,46.35,"Time trial","Time trial",NA
"Tour de France",1980,"Stage 7b | Beauvais - Rouen","7b",10,"Road race",1980-07-03,"Beauvais","Rouen","Flat",92,1081,37,1224,40.72,"Sprint of large group","Large group sprint",NA
"Tour de France",1980,"Stage 8 | Flers - Saint-Malo","8",11,"Road race",1980-07-04,"Flers","Saint-Malo","Flat",164,1574,48,1224,37.69,"? km solo","Solo",NA
"Tour de France",1980,"Stage 9 | Saint-Malo - Nantes","9",12,"Road race",1980-07-06,"Saint-Malo","Nantes","Flat",203.5,1845,25,1224,37.17,"Sprint of large group","Large group sprint",NA
"Tour de France",1980,"Stage 10 | Rochefort - Bordeaux","10",13,"Road race",1980-07-07,"Rochefort","Bordeaux","Flat",162,1161,14,1224,34.35,"? km solo","Solo",NA
"Tour de France",1980,"Stage 11 (ITT) | Damazan - Laplume","11",14,"ITT",1980-07-08,"Damazan","Laplume","Hills uphill finish",51,721,45,1224,43.47,"Time trial","Time trial",NA
"Tour de France",1980,"Stage 12 | Agen - Pau","12",15,"Road race",1980-07-09,"Agen","Pau","Hills flat finish",193.5,2746,102,1224,33.61,"Sprint à deux","Sprint à deux",NA
"Tour de France",1980,"Stage 13 | Pau - Bagnères-de-Luchon","13",16,"Road race",1980-07-10,"Pau","Bagnères-de-Luchon","Mountains flat finish",200,5500,441,1224,30.97,"95 km solo","Solo",95
"Tour de France",1980,"Stage 14 | Lézignan-Corbières - Montpellier","14",17,"Road race",1980-07-11,"Lézignan-Corbières","Montpellier","Hills flat finish",189.5,3130,129,1224,33.96,"38 km solo","Solo",38
"Tour de France",1980,"Stage 15 | Montpellier - Martigues","15",18,"Road race",1980-07-12,"Montpellier","Martigues","Hills uphill finish",160,1057,52,1224,40.38,"Sprint of 3 riders","Small group sprint",NA
"Tour de France",1980,"Stage 16 | Trets - Pra-Loup","16",19,"Road race",1980-07-13,"Trets","Pra-Loup","Mountains uphill finish",207.5,3500,263,1224,32.29,"Sprint à deux","Sprint à deux",NA
"Tour de France",1980,"Stage 17 | Serre Chevalier - Morzine","17",20,"Road race",1980-07-14,"Serre Chevalier","Morzine","Mountains flat finish",242,5500,495,1224,33.84,"5 km solo","Solo",5
"Tour de France",1980,"Stage 18 | Morzine - Prapoutel-les-Sept-Laux","18",21,"Road race",1980-07-16,"Morzine","Prapoutel-les-Sept-Laux","Mountains uphill finish",196,5000,522,1224,33.34,"55 km solo","Solo",55
"Tour de France",1980,"Stage 19 | Voreppe - Saint-Étienne","19",22,"Road race",1980-07-17,"Voreppe","Saint-Étienne","Mountains flat finish",136.5,2439,173,1224,34.05,"Sprint à deux","Sprint à deux",NA
"Tour de France",1980,"Stage 20 (ITT) | Saint-Étienne - Saint-Étienne","20",23,"ITT",1980-07-18,"Saint-Étienne","Saint-Étienne","Hills uphill finish",34.5,580,54,1224,45.36,"Time trial","Time trial",NA
"Tour de France",1980,"Stage 21 | Auxerre - Fontenay-sous-Bois","21",24,"Road race",1980-07-19,"Auxerre","Fontenay-sous-Bois","Flat",207,1648,33,1224,35.63,"Sprint of large group","Large group sprint",NA
"Tour de France",1980,"Stage 22 | Fontenay-sous-Bois - Paris","22",25,"Road race",1980-07-20,"Fontenay-sous-Bois","Paris","Flat",186,1917,38,1224,35.72,"Sprint of large group","Large group sprint",NA
"Tour de France",1981,"Prologue | Nice - Nice","prologue",1,"Prologue",1981-06-25,"Nice","Nice","Flat",5.85,63,1,1362,51.618,"Time trial","Time trial",NA
"Tour de France",1981,"Stage 1a | Nice - Nice","1a",2,"Road race",1981-06-26,"Nice","Nice","Hills flat finish",97,2000,278,1362,40.61,"Sprint of large group","Large group sprint",NA
"Tour de France",1981,"Stage 1b (TTT) | Nice - Nice","1b",3,"TTT",1981-06-26,"Nice","Nice","Flat",40,268,3,1362,58.27,"Time trial","Time trial",NA
"Tour de France",1981,"Stage 2 | Nice - Martigues","2",4,"Road race",1981-06-27,"Nice","Martigues","Flat",254,3500,118,1362,38.83,"Sprint à deux","Sprint à deux",NA
"Tour de France",1981,"Stage 3 | Martigues - Narbonne","3",5,"Road race",1981-06-28,"Martigues","Narbonne","Flat",232,1568,22,1362,35.34,"Sprint of large group","Large group sprint",NA
"Tour de France",1981,"Stage 4 (TTT) | Narbonne - Carcassonne","4",6,"TTT",1981-06-29,"Narbonne","Carcassonne","Hills flat finish",77.2,628,10,1362,45.72,"Time trial","Time trial",NA
"Tour de France",1981,"Stage 5 | Saint-Gaudens - Saint-Lary-Soulan (Pla d'Adet)","5",7,"Road race",1981-06-30,"Saint-Gaudens","Saint-Lary-Soulan (Pla d'Adet)","Mountains uphill finish",117.5,3500,452,1362,33.03,NA,NA,NA
"Tour de France",1981,"Stage 6 (ITT) | Nay - Pau","6",8,"ITT",1981-07-01,"Nay","Pau","Hills flat finish",26.7,475,52,1362,43.49,"Time trial","Time trial",NA
"Tour de France",1981,"Stage 7 | Pau - Bordeaux","7",9,"Road race",1981-07-02,"Pau","Bordeaux","Flat",227,1731,19,1362,40.368,NA,NA,NA
"Tour de France",1981,"Stage 8 | Rochefort - Nantes","8",10,"Road race",1981-07-03,"Rochefort","Nantes","Flat",182,1267,19,1362,39.62,NA,NA,NA
